date,compensation_type,title,url,employment_type,description 
2019-03-05 16:37,commensurate to experience,Engineer in Test/Test Automation Engineer,https://washingtondc.craigslist.org/nva/sof/d/herndon-engineer-in-test-test/6834325039.html,full-time,"
        ,
About US:,
We've been in business since 2002 and our team is constantly growing. 98% of our company is comprised of Engineers focused on Software Construction including Developers, Engineers in test, Project Managers, Scrum Masters, Analysts including our Managing Partners, Arthur and Joel. We offer consulting services throughout the Northern Virginia/Washington, DC area and our home office is located in Herndon, Virginia.,
,
,
If full stack development and working with various languages and technologies excite you, then there's a spot for you on our team! At Solution Street, our employees have many opportunities to work on interesting, challenging projects supporting clients one-on-one in various domains primarily in the commercial space. Our company culture thrives on our five core values: Honesty, Respect, Transparency, Dependability, and FUN! They're embedded in everything we do and how we do it!,
,
,
We're seeking a talented Test Automation Engineers having worked on multiple projects over their career. This is an exciting full-time opportunity to work in a fast-paced team environment.,
,
Requirements:,
-  Outstanding communication skills,
- General Software Testing (System, Regression, Smoke, UAT),
- Agile/Scrum team experience,
- Test planning ,
- Test data setup and management,
- Web Browser/Mobile Testing & Compatibility,
- Ability to understand complex systems and find corner cases,
- Basic ability to navigate command line of windows and unix operating systems,
- Ability to edit/change simple shell scripts,
- Solid SQL knowledge,
- Test Automation using Selenium or Watir,
- Load testing with Jmeter, Grinder or Load Runner ,
- Ability to read code and understand how it works and determine possible errors in it.,
- Must have at least 5 years experience in the US,
,
Great Engineers + Great Communication = Successful Projects. We enjoy working with cutting edge technologies and providing solutions to complex business problems. Solution Street, based in Northern Virginia's high-tech corridor, is an information technology consultancy that helps Fortune 500 companies, startups and non-profit organizations achieve their business goals through the design and rapid deployment of web applications. Solution Street is run by software engineers and our employees are experts in building large, highly scalable and well performing web applications using Java EE, .NET, JavaScript and Ruby on Rails technologies. ,
,
,
What's In It for You?,
We offer a relaxed, fun, flexible, working environment with competitive salary + bonus + 100% paid health/dental to employee + life insurance + PTO + long-term disability + 401(k). Solution Street automatically contributes to employees' 401(k) plans. We are passionate about technology and we share out thoughts and discoveries in our monthly newsletters. To subscribe to our latest blog, please visit: ,. Solution Street is also a sponsor of NOVA SART (Northern Virginia Software Architecture Round Table Group). Please visit www.solutionstreet.com or check out our Face page , for more information regarding our company culture, the charities we support, and the fun events we do together!    "
2019-03-05 17:43,"$120,000 - $145,000/yr plus great benefits",JavaScript Engineer,https://washingtondc.craigslist.org/nva/sof/d/arlington-java-engineer/6834381807.html,full-time,"
        ,
Overview,
,
Driven by the pursuit of the next frontier of healthcare, our clients Digital Product Engineering team is changing the way people feel about, think about and interact with health care through ultra-connected, convenient and personal experiences.  A growing organization within a strong growth company, the Digital Product Engineering team leverages and integrates emerging technologies (AI, NLP/U, AR, IoT) into new and existing channels (web, mobile, SMS, bot, voice) to deliver new experiences poised to change the face of consumer health.  ,
,
With a presence in Clarendon neighborhood of Arlington VA, this tight-knit, interdisciplinary team uses a variety of ideation methods—from design thinking to hackathons—to rapidly prototype and develop new capabilities to address the biggest opportunities and core challenges of healthcare consumption. ,
,
Position Purpose: Provide high level development architectural support and serve as a source of expertise for the programming group.  ,
,
You will:,
,
•  Create and modify development process and procedures with the development staff and other IT teams,
,
•  Coordinate with IT admin and triage incoming work and insure tasks are assigned across the development team,
,
•  Insure development staff adheres to the business unit’s IT processes and procedures,
,
•  Provide architecture and code-reviews to members of the team to insure quality,
,
•  Provide architectural design and development vision on large projects,
,
•  Mentor, provide code-reviews, and overall guidance to junior members of the programming department,
,
•  Provide second level of support in applying in-depth knowledge of systems to diagnose problems and find solutions to meet user requirements.,
,
•  Coordinate with IS and users to identify programming requirements for development projects and support activities,
,
•  Comply with prioritization process to reduce backlog of projects and directs preparation of programs to process data and solve problems,
,
,
Qualifications:,
,
Education/Experience: ,
-Bachelor’s degree in related field or equivalent experience. ,
-3+ years of experience with modern JavaScript, and associated framework (e.g. Node, React, Angular, etc). ,
-Working knowledge of current technologies, programming languages, project management, and application development methodologies.,
 ,
Preferred Exp:,
•	Strong Software Development Experience,
•	Strong experience in modern programming languages / frameworks (NodeJS, Go, Elixir, Python) highly desired,
•	Experience with AI, VR, AR is a plus ,
•	Digital health experience is a plus,
•	A strong ability to be self-directed, comfortable with change, and willing to try new things,
,
This is a full time employee position working directly for our client.  The pay range target is $120,000 - $145,000/yr plus great benefits.,
,
The work is on-site at our clients’ offices in Clarendon/Courthouse area of Arlington.  ,
,
If this sounds like you, please respond with your salary requirements as soon as possible.,
,
Please no telecommuters or agencies.,
,
=====================================,
,
About AAJ Interactive Technologies:,
,
AAJ Interactive Technologies, established in 1997 by cutting-edge technology executives, is a technology professional-services company supplying project-based consulting, staff augmentation, and recruiting services to leading firms throughout Metropolitan Washington, DC area.,
,
We work differently from most of our competition.  In our careers, we have been the ones doing the hiring (managing and mentoring large staffs in a corporate culture), and we have been the ones being hired (consulting in small and large roles alike).  This unique perspective allows us to understand both sides of this business.  We take the time to ensure our consultants/candidates will be successful where they are placed.,
,
We believe that because of our principles we have succeeded where others have failed.  The recruiting/technology space can be full of companies that are not really looking out for your interests – ask around … we’re not one of them!  We want you to succeed, and we’ll do everything we can to help you do just that!,
,
    "
2019-03-05 11:24,DOE,Senior Splunk Developer Opportunity in Seattle,https://washingtondc.craigslist.org/nva/sof/d/seattle-senior-splunk-developer/6834005553.html,full-time,"
        ,
Affirma is an award-winning software services consulting company, ranked in Seattle Business “100 Best Companies to Work For” is looking for a Senior Splunk Developer to join a public safety solutions client of ours in Belltown! If you can see the big picture, and get excited about working in DevOPS environment to generate mission critical data analysis/reports then please, read on!,
,
This role is a 6-month contract to permanent position where you would have the opportunity to work with the best and brightest engineers, in an environment that is rewarding and collaborative. You will help us reinvent reporting and monitoring using Splunk capabilities to improve visibility and usability. You will work on architecting and developing solutions for reporting. As a Senior Splunk Developer, you will participate in all tasks required to maintain application availability, responsiveness, and functionality. You will identify and complete work to improve application maintainability, availability, and responsiveness.,
,
Responsibilities,
•	Understand requirements, participating in creating/ proposing solutions,
•	Design and develop Splunk reports, dashboards, applications,
•	Develop proof or concepts and alternate applications of existing solutions for different business scenarios,
•	Provide technical support and assistance to users as appropriate,
•	Troubleshoot supported applications including web, client-server, and database components,
•	Create and maintain configuration documentation for all assigned systems using Enterprise Architect and Visio.,
•	Adhere to our documented software development practices for design, development, testing, and deployment.,
•	Work in a pure DevOPS model with end to end visibility ,
•	Complete assignments in work request queue in a timely manner.,
•	Participate in on-call support for 24x7 production environments and after hours support as necessary.,
,
Requirements,
•	MUST be willing to relocate to Seattle,
•	Highly proficient in Splunk administration ,
•	Highly proficient in SPL and creating reports/dashboards,
•	Highly proficient in UNIX/Linux environment and shell scripting,
•	Programming experience required (Java, Python preferred),
•	Minimum 1 year of hands-on SQL development, write SQL, PLSQL, table joins and proficiency with SQL and MySQL or Oracle database servers.,
•	Minimum 1 year of hands-on JavaScript/CSS experience.,
•	Proficiency/Knowledge in big data or schema-less technologies like Hadoop, Spark, MongoDB is a plus,
•	Experience performing deployments of Splunk configurations to support data onboarding and other maintenance/upgrade activities,
•	Strong written and oral communication skills,
•	Ability to work well under pressure,
•	Proven ability to individually manage work while multitasking,
•	Highly energetic with a positive attitude with a keen focus on quality deliverables,
•	Bachelors Degree from a four-year college or equivalent work experience,
,
,
Nice to have,
•	Troubleshooting/Supporting web applications experience ,
•	Wireless, Telecommunication, or Internet industry experiences,
,
Interested in this position? Head to , and submit your application using the job opening ID #817!    "
2019-03-07 14:56,"Competitive DOE pay, health and dental benefits, 401K and PTO.",C++ / Java  Modeling Programmer (Clearance Required),https://washingtondc.craigslist.org/nva/sof/d/fort-belvoir-java-modeling-programmer/6835870204.html,full-time,"
        ,
Toeroek Associates, Inc. (Toeroek) is looking for a C++ / Java programmer with an interest in developing and supporting modeling tools used in the Countering Weapons of Mass Destruction (CWMD) mission. The position is located at Joint Base Anacostia-Bolling in Washington, DC. ,
,
The modeling work provides on-site technical and analytical support to assure United States Air Force (USAF) Countering Weapons of Mass Destruction policy is feasible and effective. The programmer, working with subject matter experts, develops and/or edits application tools for data sets to analyze, interpret, and enhance our understanding of real-time CWMD activities. This is an excellent opportunity for a programmer to work with other types of subject matter experts as part of a larger team.,
,
Qualified applicants should include their resume along with a cover letter at ,. Incomplete submissions will not be accepted. Candidates must hold a DoD Secret clearance and be eligible for a Top Secret clearance.,
,
Duties:,
•	Apply C++, Java, and other programming skills to enhance modeling capability and efficiency in support of operations in chemical, biological, radiological or nuclear (CBRN) contaminated environments. ,
•	Conduct modeling and simulation using VLSTRAC, HPAC and JEM, of agent dispersal and behavior in typical USAF operating environments. Analyze impacts of those models, informed by scientific principles, on air operations at the installation level. (Applicants who do not currently have “agent dispersal” experience or training should still apply.) ,
•	Learn and understand probable impacts of CBRN modeling results on USAF critical mission operations; develop science-based risk management decision aids for mitigation of current and projected CBRN hazards. ,
•	Develop understanding of scientific literature related to CBRN. Survey test results, assess validity and relevance for USAF operating environments and recommend incorporation of appropriate data into analytical products.,
•	Support preparation of oral and written reports and briefings, particularly with graphic representations of modeling results, in a form understandable to a non-technical expert, using MS Office suite of products.,
,
Required Qualifications:,
•	Bachelor's degree in related field preferred. Associates degree and ten (10) years of experience may substitute for Bachelor's degree,
•	Active DoD Secret Clearance required with eligibility for TS/SCI,
•	1-3 years (or more) in Java, C++, or related programming activities,
•	Strong analytic and problem-solving skills,
•	Proficiency with MS Office products (MS Word, Excel, PowerPoint at a minimum),
•	Ability to prioritize multiple tasks and work independently and as part of a team environment,
,
Desired Qualifications:,
•	Experience with modeling and simulation using JEM, VLSTRAC, and HPAC,
•	Prior USAF service in support of Major Command or Air Staff,
 ,
Toeroek Associates offers a competitive benefits package and salaries.,
,
Toeroek Associates, Inc. is an Equal Employment Opportunity / Affirmative Action employer.,
    "
2019-03-05 19:12,$$$$$,"Multiple US locations - AWS Cloud, Big Data Hadoop and more...",https://washingtondc.craigslist.org/nva/sof/d/ashburn-multiple-us-locations-aws-cloud/6834448037.html,employee's choice,"
        ,
Our clients in multiple US locations have multiple positions opened for AWS Cloud Engineer, SysOps Admin, DevOps, Architect, Developer and Big Data Hadoop Administrator, Developer, Data Analyst, Data Scientist. ,
,
Here is AN EXCELLENT OPPORTUNITY in your way for a ROCK SOLID professional career and to achieve your dream job!! ,
,
If you are currently located in VA/DC/MD area, strongly motivated to get started working with the hottest and revolutionary technologies and ready to embark on a very bright IT career path, please call us today to discuss the opportunities in your way or send us your updated resume asap, even if you have little or no IT experience with Cloud or BigData technologies. We are sponsoring necessary offsite/onsite training to the eligible candidates for the immediate job placement with our clients to fill in Big Data Hadoop and AWS Cloud job positions in IT.,
 ,
,
Job Requirements: ,
=============,
,
US Citizenship or Green Card is required,
Willingness to travel or relocate,
BS/MS Degree in Computer Science, Engineering or related field is preferred,
Candidates local to VA/DC/MD are preferred.,
 ,
============================================================================,
Call us today @ 703-598-4434 ,
,
At INFOSOFTWORLD INC., your success is our passion! Let's get started for a creative, long lasting and highly fruitful professional RELATION now!! ,
,
Visit us at www.infosoftworld.com,
============================================================================    "
2019-03-08 11:08,Competitive,Ruby/Ruby on Rails Developer,https://washingtondc.craigslist.org/nva/sof/d/reston-ruby-ruby-on-rails-developer/6836440524.html,contract,"
        ,
WiTopia, Inc., a small Northern Virginia Data Privacy and Security company is in search of a talented part-time Ruby/Ruby on Rails developer contractor to help with the development and maintenance of multiple Ruby/Rails applications related to our VPN and encrypted email services.  The applications are APIs, backed on Postgres. We’re looking for a developer with a great deal of independence and self organization with proven experience in building production ready applications. We expect this person to be able to demonstrate an expert understanding in application development as well as work hand in hand with other engineers in developing API endpoints and services that proxy requests to various other applications. Some of these rely on message queues, some are xml, some are json. Work will involve writing code, developing tests, and debugging. As a senior engineer you will be expected to give input on high level architecture decisions, and communicate those decisions to other developers on the team.,
,
For This Role, We Want To See This Track Record of Results:,
,
- History developing and supporting actual Ruby/Ruby on Rails applications that have seen production usage with a large user base.,
- At least 5 years of applicable experience.,
- Strong Computer Science background and understanding of algorithms and data structures.,
- Complete understanding of how to write secure code and an awareness of common application security vulnerabilities.,
- Appreciation for testing and the ability to write specs using RSpec.,
- Experience working on a remote team.,
,
Required Knowledge, Skills and Abilities Required:,
,
- Deep knowledge of Ruby/Ruby on Rails.,
- An expert understanding of the syntax of Ruby and its nuances, including the ability to work with classes that do not inherit from ActiveRecord.,
- A solid understanding of object-oriented programming.,
- A test-centric approach to development, in order to build and deploy with confidence.,
- Comfortable at the command line, and with advanced git features.,
- Strong in PostgreSQL.,
- An understanding of background jobs, including Redis and Sidekiq.,
- Familiarity with Redmine or similar task tracking application.,
- Longstanding familiarity with the Ruby and Rails communities -- you stay on top of current news and changes to the language and framework landscape.,
- A basic understanding of front-end technologies, e.g. JavaScript, HTML5 & CSS3,
- Ability to adapt quickly and pivot from one project to another.,
- Desire to solve difficult problems quickly and have an opportunity to see your contributions realized on a Global scale.,
- Know how the web works under the hood: TCP, HTTP, DNS, IP, caches, etc.,
- Comfortable communicating on the phone, with Skype, Jabber, and/or Campfire.,
- The desire to mentor and improve junior and mid level developers.,
,
If interested, email  a copy of your resume, hourly rate, and availability.,
,
***This is a work from home, part-time position.***    "
2019-03-06 10:24,Competitive salary commensurate with experience. Excellent Benefits package.,Sr. Database Administrator,https://washingtondc.craigslist.org/doc/sof/d/washington-sr-database-administrator/6834776003.html,full-time,"
        ,
JOB DESCRIPTION ,
  ,
Title:                      Sr. Database Administrator on Cyber Security Team                        ,
Location:                Washington, DC ,
Employee Status:    Regular / Full-time ,
  ,
***Must have and be able to maintain a minimum of a Secret Clearance*** ,
  ,
PRIMARY FUNCTION ,
Perform SQL Database Administration and support activities for a Federal Government network. These activities include maintaining a SQL 2014 Data Warehouse as well as supporting the Extract, Transform and Load processes for multiple data sources.   ,
 ,
ESSENTIAL DUTIES & RESPONSIBILITIES ,
•	Meets enterprise requirements by planning and developing database structure; developing database utilization policies, procedures, security, backup, and recovery. ,
•	Maintains design structure by directing implementation of PL/SQL and SQL standards and guidelines. ,
•	Completes platform upgrades and migrations by issuing instructions; monitoring performance; coordinating actions. ,
•	Maintains data integrity by establishing standards; monitoring performance. ,
•	Maintains database performance by developing tuning methodologies. ,
•	Provides information by collecting, analyzing, and summarizing database performance and trends. ,
•	Develops automated and adhoc reports for Senior Level Executives ,
•	Develops and optimizes daily ETL processes ,
 ,
SPECIALIZED KNOWLEDGE AND SKILLS: ,
•	At least 5 years experience ,
•	Experience with Microsoft SQL 2008, 2012 or 2014 Data Warehouses ,
•	Microsoft SQL Certification desired. ,
•	Experience with Microsoft AlwaysOn Availability Groups and Clustering   ,
•	Knowledge of Windows host operation system environments ,
•	Experience with data replication, backup and recovery ,
  ,
  ,
WORK ENVIRONMENT AND PHYSICAL DEMANDS ,
Candidate must be able to function in general office environment. ,
,
    "
2019-03-08 14:39,80-90/hr /1099,Business Analyst - GDPR,https://washingtondc.craigslist.org/doc/sof/d/washington-business-analyst-gdpr/6836666364.html,contract,"
        ,
OVERVIEW,
,
Our client combines television channels with media and consumer-oriented assets, including magazines; studios, related digital and social media platforms, books, maps, children and educational media, and ancillary activities that include travel, location-based entertainment, catalog and licensing e-commerce.  A portion of the proceeds from our client’s work will be used to fund science, exploration, conservation and educational initiatives.,
,
POSITION PURPOSE,
,
Our client is seeking a Technical Business Analyst for GDPR. The analysis will part of product development that will provide brand new ways for our client to manage consumer engagement. In this role you will partner with the Platform Engineering and Product teams to define new products, collaborate on solutions and approach that will bring it to market. The Platform team develops technology products that consumer and other business products are built upon. This role is critical to understanding how the business strategy will be met by the technology teams.,
,
RESPONSIBILITIES,
,
•	Lead technical analysis phase of functional and non-functional requirements gathering, understanding business and technology needs into actionable and measurable requirements and Agile stories.,
•	Take initiative to partner and collaborate with business, technology and project management stakeholders to ensure requirements will satisfy business and engineering objectives,
•	Inform, consult, and monitor plans, progress and acceptance aspects of implementation projects as part of ensuring success of business requirement implementations,
,
QUALIFICATIONS,
,
•	5+ years experience leading business and technical analysis for web based products,
•	3+ years experience with technical and systems analysis,
•	Experience with consumer facing websites,
•	Experience with, and knowledge of Web technologies, Cloud (AWS), SaaS technologies and custom development to help define functional and non-functional requirements. ,
•	Familiar with the Agile,
•	Act as a communication broker – Works with various business and technical stakeholders ensure solutions conform to the requirements. ,
•	Lead and elicit requirements – a self-starter able to work independently,
•	Outstanding written and oral communication skills,
•	Run the User Acceptance tests.,
,
If this sounds like you, please respond with your Salary/Hourly rate requirements as soon as possible.,
,
Please no telecommuters or agencies.,
,
About AAJ Interactive Technologies:,
,
AAJ Interactive Technologies, established in 1997 by cutting-edge technology executives, is a technology professional-services company supplying project-based consulting, staff augmentation and recruiting services to leading firms throughout Metropolitan Washington, DC.,
,
We work differently from most of our competition. We have been in both a position of hiring, mentoring and managing large staffs inside a corporate culture, as well as consultants for hire. This unique perspective allows us to understand both sides of this business. We take the time to ensure our consultants/candidates placed will be successful.,
,
We believe that because of our principals we have succeeded where others have failed. The greater DC technology space can be full of companies that are not really looking out for your interests. Ask around, we're not one of them! We want you to succeed, and we'll do everything we can to help you do just that!,
,
,
    "
2019-03-10 15:15,commensurate to experience,"C# Programmer, Software Engineer",https://washingtondc.craigslist.org/doc/sof/d/merrifield-programmer-software-engineer/6838142448.html,full-time,"
        ,
Contracting Services Solution, is a leading small business professional services provider. ,
we have expanded our service offerings to become a provider of workforce augmentation, information,
technology, innovative engineering solutions to the federal government and federal,
contractors.,
Has open position for C# Programmer as Software Engineer ,
For development and maintenance programs.,
Essential Functions:,
Designs, modifies, develops, writes and implements software programming applications.,
Familiar with SDLC(Software Development Life Cycle), designs, plans, and coordinates work teams.,
Provides technical support to project team members.,
A wide degree of creativity and latitude is expected for fast pace R&D environments.,
Typically reports to a head of a unit/department.,
Education and Experience:,
Bachelor’s Degree, preferably in area of specialty,
7+ years of experience in the field or in a related area,
Additional Requirements:,
Familiar with Microsoft C# programming language with .Net platform,
Familiar with Object-oriented programming (OOP),
Familiar with Microsoft Visual Studio IDE with source control software TFS (Team Foundation Server),
Experienced on C#.Net database interface design, SQL and Microsoft Entity Framework,
Experience on Relational Databases (SQL Server and/or Oracle, SQL Skills),
Experienced on C# WinForm with Kiosk software design,
Experienced on Web Technologies (HTML, XML/XSLT, JavaScript, webservices, JSON, API),
Experienced on C# multi-threading programming design,
Experienced on Windows Presentation Foundation (WPF) is a plus,
Familiar with UI interface design technologies is a plus, e.g. speech recognition, text to speech, and so on.,
Familiar with section 508 compliant UI design is a plus,
Knowing of other programming languages is a plus,
Had hardware driver development experience is a plus,
To be able to demonstrate current work is a plus,
Must be able to pass a pre-employment background check & drug test,
    "
2019-03-11 05:41,As per experience,IT Job-Oriented QA Automation/BA/ISTQB Training Program,https://washingtondc.craigslist.org/nva/sof/d/herndon-it-job-oriented-qa-automation/6838521448.html,employee's choice,"
        ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
, 
,
,
,
,
, 
,
,    "
2019-03-07 20:27,60k to 90k,Entry level IT Jobs in QA (No Experience Necessary),https://washingtondc.craigslist.org/nva/sof/d/sterling-entry-level-it-jobs-in-qa-no/6836127107.html,full-time,"
        ,
Entry level IT Jobs in QA/BA No Experience Necessary (We will train you Next Training batch starts on March 18th),
,
Interested candidates please send an email with updated copy of your resume ,
,
If you are interested in career change or looking for a better opportunity with high paying $$ jobs in IT industry, we are here to help you.,
,
After the initial Training Period, We offer comparative salary and job location are VA, DC, MD or it can be any other state.,
,
We are base out of Sterling VA.,
,
If you are ready to make a change please send updated copy of your resume,
,
Job Types: Full-time, Contract,
,
Salary: $60,000.00 to $90,000.00 /year,
,
Savvientqe.com,
    "
2019-03-13 11:55,commensurate to experience,Release Manager/Configuration Specialist,https://washingtondc.craigslist.org/doc/sof/d/washington-release-manager/6840427361.html,full-time,"
        ,
About US:,
,
We've been in business since 2002 and our team is constantly growing. 98% of our company is comprised of Engineers focused on Software Construction including Developers, Engineers in test, Project Managers, Scrum Masters, Analysts including our Managing Partners, Arthur and Joel. We offer consulting services throughout the Northern Virginia/Washington, DC area and our home office is located in Herndon, Virginia.,
,
,
If full stack development and working with various languages and technologies excite you, then there's a spot for you on our team! At Solution Street, our employees have many opportunities to work on interesting, challenging projects supporting clients one-on-one in various domains primarily in the commercial space. Our company culture thrives on our five core values: Honesty, Respect, Transparency, Dependability, and FUN! They're embedded in everything we do and how we do it!,
,
We're seeking a talented Release Manager/Configuration Specialist. This is an exciting full-time opportunity to work in a fast-paced team environment.,
,
,
Requirements:,
,
,
• Outstanding release coordination skills ,
• Experience working on large projects with large application teams,
• Experience working with Jira and subversion for version control,
• Excellent communication skills for this client facing role is a must,
• Technical experience is a plus,
,
,
Great Engineers + Great Communication = Successful Projects. We enjoy working with cutting edge technologies and providing solutions to complex business problems. Solution Street, based in Northern Virginia's high-tech corridor, is an information technology consultancy that helps Fortune 500 companies, startups and non-profit organizations achieve their business goals through the design and rapid deployment of web applications. Solution Street is run by software engineers and our employees are experts in building large, highly scalable and well performing web applications using Java EE, .NET, JavaScript and Ruby on Rails technologies.,
,
,
What's In It for You?,
,
We offer a relaxed, fun, flexible, working environment with competitive salary + bonus + 100% paid health/dental to employee + life insurance + PTO + long-term disability + 401(k). Solution Street automatically contributes to employees' 401(k) plans. We are passionate about technology and we share out thoughts and discoveries in our monthly newsletters. To subscribe to our latest blog, please visit: ,. Solution Street is also a sponsor of NOVA SART (Northern Virginia Software Architecture Round Table Group). Please visit www.solutionstreet.com or check out our Face page , for more information regarding our company culture, the charities we support, and the fun events we do together!    "
2019-03-12 16:45,"80,000-160,000",Software Engineering Fellow,https://washingtondc.craigslist.org/doc/sof/d/washington-software-engineering-fellow/6839887974.html,full-time,"
        ,
What is Pathrise,
,
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.,
,
Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.,
,
About the Fellowship,
,
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.,
,
During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.,
,
Our Mission,
,
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.,
,
Qualifications,
,
You are either in university or within 5 years of graduation, and interested in getting the best possible job.,
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.,
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.,
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.,
,
Please apply here: ,    "
2019-03-11 10:08,"$80,000 - $110,000/yr plus great benefits",Data Analyst,https://washingtondc.craigslist.org/nva/sof/d/arlington-data-analyst/6838624380.html,full-time,"
        ,
Overview,
,
Driven by the pursuit of the next frontier of healthcare, our clients Digital Product Engineering team is changing the way people feel about, think about and interact with health care through ultra-connected, convenient and personal experiences.  A growing organization within a strong growth company, the Digital Product Engineering team leverages and integrates emerging technologies (AI, NLP/U, AR, IoT) into new and existing channels (web, mobile, SMS, bot, voice) to deliver new experiences poised to change the face of consumer health.  ,
,
With a presence in Clarendon neighborhood of Arlington VA, this tight-knit, interdisciplinary team uses a variety of ideation methods—from design thinking to hackathons—to rapidly prototype and develop new capabilities to address the biggest opportunities and core challenges of healthcare consumption. ,
,
Job description,
,
Position Purpose: Responsible for analytic data needs of the business unit. Handle complex data projects.,
,
,
•  Provide advanced analytical support for business operations in all or some of the following areas: claims, provider data, member data, clinical data, HEDIS, pharmacy, external reporting,
,
•  Extract, load, model, and reconcile large amounts of data across multiple system platforms and sources,
,
•  Review data to determine operational impacts and needed actions; elevate issues, trends, areas for improvement and opportunities to management.,
,
•  Develop reports and deliverables for management,
,
•  Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools,
,
•  Ensure compliance with federal and state deliverable reporting requirements by performing data quality audits and analysis.,
,
In this role, you will,
,
Design: ,
,
•	Work with Product to evaluate hypotheses and define success metrics.,
•	Design any necessary experiments – define the control group requirements and data sources needed to evaluate performance.,
,
Development:,
•	Setup Adobe or Google Analytics to capture usage data with input from Product and UX.,
•	Setup necessary queries to access other identified data required to measure performance. This will require integration with systems outside of the Digital Product Engineering team. Data sources will include SQL/NoSQL databases and Google/Adobe Analytics APIs,
,
Production Support:  ,
•	Monitor site usage dashboards/set up reports to escalate any potential technical and/or usability issues to Product.,
,
Reporting,
•	Usage Reporting,
•	Outcomes Reporting - conduct causal inference on set up experiments or A/B tests to determine objective effectiveness of products or decision,
,
,
Qualifications:,
,
•	Bachelor’s degree in related field or equivalent experience. ,
•	4+ years of statistical analysis or data analysis experience. ,
•	Healthcare experience preferred. ,
•	Advanced knowledge of Enterprise Reporting and Analysis tools, SQL. ,
•	Strong technical skills using Google Analytics, R or Python strongly preferred. ,
,
This is a full time employee position working directly for our client.  The pay range target is $80,000 - $110,000/yr plus great benefits.,
,
The work is on-site at our clients’ offices in Clarendon/Courthouse area of Arlington.  ,
,
If this sounds like you, please respond with your salary requirements as soon as possible.,
,
Please no telecommuters or agencies.,
,
=========================================,
,
About AAJ Interactive Technologies:,
,
AAJ Interactive Technologies, established in 1997 by cutting-edge technology executives, is a technology professional-services company supplying project-based consulting, staff augmentation, and recruiting services to leading firms throughout Metropolitan Washington, DC area.,
,
We work differently from most of our competition.  In our careers, we have been the ones doing the hiring (managing and mentoring large staffs in a corporate culture), and we have been the ones being hired (consulting in small and large roles alike).  This unique perspective allows us to understand both sides of this business.  We take the time to ensure our consultants/candidates will be successful where they are placed.,
,
We believe that because of our principles we have succeeded where others have failed.  The recruiting/technology space can be full of companies that are not really looking out for your interests – ask around … we’re not one of them!  We want you to succeed, and we’ll do everything we can to help you do just that!,
,
    "
2019-03-12 17:52,Salaried with benefits or hourly,Sr. Software developer,https://washingtondc.craigslist.org/nva/sof/d/stafford-sr-software-developer/6839946791.html,full-time,"
        ,
Not a remote position.,
US Citizenship Required,
,
We are looking for a Sr. C# Developer for a project in Stafford, VA,
The project is scheduled to run for the next 7 years.,
We have an awesome team of developers and looking to add two more people. ,
We are an Agile shop, using Microsoft technologies (mostly).,
,
We offer flexible hours, partial telecommute and a supportive environment where you can grow as an IT expert.   ,
,
If interested please send resume and salary requirements.,
Below are job requirements:,
,
US Citizen and ability to pass a public trust investigation,
5+ years software development experience using C# and .NET,
SQL Server 2008 R2 or greater, T-SQL stored procedures, views, etc.,
Familiarity with writing unit tests and their role in a Continuous Integration environment,
Experience with Continuous Integration tools (such as TeamCity (preferred), Jenkins or Hudson),
Working knowledge of WinForms, WPF, WCF, Entity Framework, VB.NET, C++, XML, LINQ, SQL Database platform, MSBuild PowerShell, InstallShield    "
